Label,Message
spam,"Exclusive opening for Google India—monthly salary up to ₹90,000, only 120 applicants allowed: http://googleworkhub.in/securepost"
spam,"Interview skipped: You're directly approved for a customer support role, work from phone, instant joining: http://supporthiringx.net/startjob"
spam,"Mega Hiring: 500 urgent openings for online chat agents, flexible hours, same-day salary—sign up now: http://chatjobquick.in/applynw"
spam,"ALERT: You’ve earned ₹2,000 cashback from your last transaction—verify account details within 30 mins to receive instantly: http://instantcashbackz.net/claimnow"
spam,"Congratulations! Your mobile number has won ₹1,500 guaranteed Paytm cashback—redeem before 6 PM today: http://paybonanza.org/cashdrop"
spam,"Get flat ₹999 cashback credited directly to your UPI, no purchase needed—verify now before offer expires: http://freekwikpay.co/unlocknow"
spam,"Final reminder: Your ₹3,000 cashback coupon is active but unclaimed, complete phone verification here: http://bonuswalletx.in/claimoffer"
spam,"Big News! You’re eligible for 100% cashback on any recharge, offer valid for first 500 redemptions only: http://rechargeback.co/100return"
spam,Your previous payment qualifies for ₹850 surprise cashback—click now to confirm and receive in wallet: http://rewardfastpay.net/confirm
spam,"Exclusive cashback deal: Get ₹2500 instantly by linking your UPI to our partner site—hurry, last few spots left: http://linkbonuspay.com/getcash"
spam,Thank you for being a loyal user! Enjoy ₹3000 cashback as part of our 2025 promo—complete your mobile KYC here: http://loyaltybonus.org/kycclaim
spam,URGENT: Your UPI ID has been flagged for suspicious transactions—failure to verify within 30 minutes may result in account suspension: http://secureupihelp.in/verifynow
spam,"FINAL WARNING: Your UPI account is temporarily frozen due to irregular login activity, reactivate instantly by completing the security check: http://upiunlockportal.org/securelink"
spam,"ALERT: You received ₹9,500 from an unknown source—claim refund authorization or face legal action: http://refundupi.in/verifyclaim"
spam,"Dear user, your mobile number is linked to an inactive UPI request—complete eKYC now to avoid permanent lock: http://ekycportalfast.in/reactivate"
spam,Your UPI access is restricted under RBI compliance update—submit Aadhaar-linked verification to restore full services: http://rbireverifynow.net/checkstatus
spam,"IMPORTANT: UPI transaction worth ₹12,000 has failed due to outdated KYC, confirm details immediately to prevent reversal: http://kycupiupdate.in/fixnow"
spam,We’ve noticed unauthorized access to your UPI wallet—click here to report fraud and reset your security PIN: http://upisafeguard.org/reportfraud
spam,URGENT: Your UPI ID has been flagged for suspicious activity and may be suspended within 30 minutes unless verified through the official support process.
spam,"Dear user, your mobile number is linked to a UPI ID pending eKYC verification—complete the process now to avoid permanent deactivation."
spam,Your UPI account has been restricted in accordance with updated RBI guidelines; Aadhaar-linked verification is mandatory for reactivation.
spam,"IMPORTANT: A UPI transaction of ₹12,000 was declined due to outdated KYC records—please update immediately to prevent future failures."
spam,We have detected unauthorized login attempts on your UPI account from a different device; report this activity and reset your PIN at the earliest.
spam,Your UPI handle is under review due to non-compliance with verified ID norms; verification is needed to avoid blacklisting by central servers.
spam,"Transaction Alert: ₹8,750 has been deducted from your wallet in an unknown transaction; immediate action is required to prevent further loss"
spam,"FINAL CALL: Due to unresolved discrepancies in your UPI profile, your wallet is now inactive—biometric verification must be completed to avoid permanent suspension."
spam,"Congratulations! Your mobile number has won ₹25,00,000 in the 2025 National Lucky Draw—please provide your full name and ID proof to claim your winnings."
spam,"You’ve been selected as the grand prize winner in our annual festival lottery—₹50,00,000 cash reward pending verification, respond within 24 hours."
spam,"This is to inform you that your WhatsApp number has been chosen for the Mega Reward Scheme; you are entitled to ₹10,00,000 and a new SUV."
spam,"FINAL NOTIFICATION: Your name appeared in the Reserve Bank-verified Diwali Lottery List—immediate KYC submission required to release ₹15,00,000."
spam,"You are one of the 5 lucky individuals chosen in the All India Promo Draw 2025—your prize of ₹30,00,000 is on hold pending confirmation."
spam,"Dear user, you’ve been awarded ₹12,50,000 as part of Google’s Global Reward Program 2025—claim process must begin within 2 hours to remain valid."
spam,"Airtel Lucky Draw Winner Alert: Your mobile number has won ₹7,00,000—register your details with the claims officer before the window closes."
spam,"As part of the Reliance New Year Giveaway, you are eligible for ₹20,00,000 cash and a Honda City car—final call to submit bank details for release."
spam,"You have won the 2025 WhatsApp User Bonus of ₹5,00,000—only verified accounts will receive disbursement, confirm ID now."
spam,"Dear customer, your SIM card is attached to a winning coupon worth ₹18,00,000 in the National Telecom Draw—failure to respond will result in forfeiture."
spam,"Dear policyholder, you are eligible for an unclaimed insurance refund of ₹42,750 under IRDAI settlement scheme—complete beneficiary verification within 24 hours."
spam,"This is to inform you that ₹58,000 from your matured life insurance has been approved for refund—submit your Aadhaar and PAN to initiate transfer."
spam,"As per the new Insurance Relief Act 2025, your old policy qualifies for a cash refund of ₹35,200—contact the refund processing team immediately."
spam,"You have been identified for a health insurance premium reimbursement of ₹19,875 due to regulatory adjustments—claim must be filed today."
spam,"Important: Your 2017 policy was closed with a remaining balance of ₹67,500—refund processing pending KYC verification, respond urgently."
spam,"IRDAI has announced automatic refund for expired policies; you are eligible to receive ₹48,000—only registered claimants will be processed."
spam,This is the last call to receive your eligible refund under the Insurance Miscalculation Settlement Program—delays beyond 6 PM will void the process
spam,"Due to new circulars by the Insurance Department, a refund of ₹22,000 is available on your canceled policy—complete the mobile verification step now to confirm."
spam,"Immediate action required: Your identity has been reported in a cybercrime case, and law enforcement will be notified unless you verify your credentials within the hour."
spam,Your bank account has been flagged for money laundering activity—failure to cooperate with this investigation may result in permanent closure and legal consequences.
spam,"Immediate action required: Your identity has been reported in a cybercrime case, and law enforcement will be notified unless you verify your credentials within the hour."
spam,This is your final warning—unauthorized access from your account was detected overseas; non-response will be considered an admission of fraud.
spam,We have locked your digital wallet due to multiple failed login attempts from unknown devices—reactivate now or risk permanent data loss.
spam,"Your name is linked to a flagged transaction involving high-value assets; if you do not respond with full verification, your account will be seized."
spam,"A legal notice has been issued regarding unpaid dues under your name—if you ignore this message, formal proceedings will be initiated against you."
spam,You have been accused of financial misconduct using your registered number—cooperate with the digital investigation team immediately to avoid blacklisting.
spam,Your cloud data is at risk of deletion due to policy violations—failure to validate your account now will result in irreversible data wipeout.
spam,"Due to a violation of our terms of service, your access to banking services has been restricted—resolve this matter or face account suspension."
spam,"We have received a legal complaint involving your user ID—if you fail to respond today, you will be permanently banned from all services under your name."
spam,You are under investigation by the Income Tax Department for undisclosed income—failure to respond today may lead to property seizure and arrest.
spam,"Final notice: A tax discrepancy has been found in your PAN records, and a legal summons will be issued if your case isn’t cleared within 24 hours."
spam,Your income tax refund has been withheld due to suspicious activity—verify your financial records now or face audit penalties.
spam,The Central Tax Office has flagged your financial history for irregular returns—respond immediately to avoid a freeze on all accounts.
spam,You have been reported for intentional tax evasion in the previous financial year—non-compliance will result in legal enforcement.
spam,Immediate action required: A warrant is ready to be issued under your name for failure to settle outstanding tax liabilities.
spam,Your PAN has been blacklisted due to mismatched TDS claims—failure to cooperate may lead to a permanent ban on financial services.
spam,You are liable for late filing penalties and interest as per Section 234F—clear your pending dues now to avoid legal proceedings.
spam,An undisclosed transaction of high value is linked to your account—submit full income proof to avoid tax fraud prosecution.
spam,The IT Department has received a formal complaint of falsified returns under your identity—non-response will be considered admission of guilt.
spam,A subsidy issued in your name has been flagged for duplication—failure to clarify within 24 hours will result in blacklisting from all future government assistance.
spam,You are no longer eligible for the national subsidy scheme due to missing verification—your future benefits will be permanently revoked unless resolved today.
spam,Your Aadhaar-linked subsidy is on hold pending investigation into fraudulent claims—non-response will lead to recovery actions under Section 420.
spam,Final alert: A financial review has disqualified you from the housing benefit program—respond immediately or face legal disqualification from future welfare.
spam,An unpaid adjustment in your subsidy account has triggered a suspension—complete verification or face benefit recovery along with penalties.
spam,The Agriculture Support Fund has marked your application for audit due to irregular inputs—submit land and income proof before case escalation.
spam,Your name appears in a flagged list of recipients for misused rural employment subsidies—respond today or face government action and repayment demand.
spam,The Education Grant Committee has identified forged documents in your past application—non-cooperation will lead to a ban and investigation.
spam,A subsidy deposited to your account has been reported as unclaimed or misused—further inaction will result in recovery with interest.
spam,You have received excess benefits from a discontinued health subsidy scheme—prepare for full repayment or face recovery through legal notice.
spam,URGENT: You have been marked as ineligible for further pension support after an audit revealed discrepancies—failure to reply may lead to a full recovery of funds.
spam,Your social welfare benefits have been frozen due to suspected misuse of government-issued identification—respond with updated documentation to avoid criminal charges.
spam,The Department of Social Services has flagged your application for fraudulent dependency claims—immediate action required to avoid permanent blacklisting.
spam,Your welfare payments are under review due to possible identity tampering—submit full verification or lose all current and future entitlements.
spam,Urgent! Your benefits are at risk due to suspected identity issues. Verify now to avoid losing all entitlements. Call 08001234567 immediately.
spam,Action required: Your welfare payments are under review. Confirm your identity ASAP to retain benefits. Call 08717777777 now.
spam,Immediate attention needed! Verify your identity now to keep your welfare payments intact. Failure to act may result in loss of benefits.
spam,Warning! Possible identity tampering detected on your account. Submit verification now or risk losing current/future benefits.
spam,Your benefits have been flagged for review. Act now to submit verification or lose all entitlements. Call 08001122334.
spam,"Due to potential identity fraud, your welfare payments are suspended until verification is completed. Call 09056789012 to verify."
spam,mportant! Your social services are under review. Submit full verification or risk losing all current payments. Call 08000442233.
spam,Identity verification required immediately to continue receiving welfare. Failure to act will result in loss of all benefits. Call 08714567890.
spam,Urgent! Your welfare is under investigation. Call 08713332211 to verify your identity and avoid payment interruption.
spam,Alert: Your benefits are at risk! Submit your full verification details ASAP to prevent loss of entitlements. Call 08001122355.
spam,Free upgrade available! Double your data and minutes for 6 months. Call 08000860012 to activate now!
spam,Limited-time offer: Get a free Bluetooth headset when you upgrade your phone. Call 08000420099 today!
spam,Get FREE minutes and data for 6 months + a free gift! Call 08000120011 to claim now.
spam,Upgrade now and get double data plus a FREE wireless speaker. Call 08000700733 to claim!
spam,Unlock bonus talk time and data plus free gear with your upgrade! Call 08000987777 today.
spam,Congratulations! You’ve won £5000! Call 09056888322 now to claim your prize.
spam,You’re a winner! Claim your £250 voucher by calling 09065123456. Ts&Cs apply.
spam,You’ve been selected for a luxury holiday! Dial 09056667788 now to claim.
spam,Huge prize draw! You’ve won £1000! Call 09056223344 to confirm.
spam,Your entry has won a free vacation! Call 09053322111 to claim your prize.
spam,You’ve got a friend request from megz_xoxo (22/F). Reply YES-123 or NO-123 to accept
spam,4 new messages from curious_miss (24/F) waiting for you! Reply YES-544 or NO-544.
spam,Ready to chat? emily_xoxo (20/F) wants to be friends! Reply YES-999 or NO-999.
spam,katie_rose (19/F) just liked your profile. Reply YES-111 to talk!
spam,Your account has been flagged for suspicious activity. Call 08002223344 now to secure your funds.
spam,Your bank account has been compromised. Call 08714236590 to verify your details.
spam,Urgent! Your payment is due. Call 09050123456 to settle now and avoid penalties.
spam,"Your account is locked! To unlock it, call 08718900012 immediately."
spam,Emergency! A suspicious transaction was detected. Call 09057778899 to resolve.
spam,Your identity needs to be verified to continue receiving benefits. Call 08716665432 now.
spam,"Due to possible identity fraud, verify your details immediately to avoid disruption in services. Call 08000771122."
spam,Your identity verification is pending. Call 08710020012 now to complete it.
spam,Alert! Your profile is under review for identity tampering. Confirm your details now or risk losing your account.
spam,Suspicious activity on your account. Call 08712223311 to verify your identity.
spam,Your welfare payments are being reviewed. Call 09056789001 to confirm your details and avoid disruption.
spam,Your government benefits are under review due to possible fraud. Call 08714224455 now to verify your identity.
spam,Final notice: Your welfare payments are frozen until verification is completed. Call 09051122334 now to verify.
spam,"Important: Due to a review of your identity, you need to verify immediately to avoid losing your benefits. Call 08000887766."
spam,Urgent action required: Confirm your identity now to maintain eligibility for government assistance. Call 08713334422.
spam,Double your data + minutes for 6 months free! Call 08002223333 to activate now.
spam,pgrade today and get FREE Bluetooth headphones with selected phones! Call 08000778899.
spam,"Get 6 months of bonus talk & text, plus a free wireless speaker! Call 08000112233 to claim!"
spam,Upgrade now for 2x the minutes and free accessories 🎧 Call 08000447777 for more info.
spam,Claim double your usage and a free gadget on selected phones! Call 08000330044 today.
spam,Congrats! You’ve won a £1000 shopping voucher. Call 09050778899 to claim!
spam,You’ve been picked for a £5000 reward! Call 09054433221 now to receive your prize.
spam,Lucky winner! You’ve won an all-expenses-paid vacation! Call 09050001122.
spam,Congratulations! A surprise prize is waiting for you. Call 09056789001 to claim now.
spam,You’ve won a £2000 cash prize! Call 09066678899 now to confirm your winnings.
spam,A new message from jenny_21 (22/F). Reply YES-211 or NO-211 to chat.
spam,Fraud alert: Your account has been compromised. Call 08714567890 now to secure your account.
spam,lot singles near you want to chat! Reply YES-555 or NO-555 to connect now.
spam,mportant: Your credit card payment failed. Call 09054422011 to resolve immediately.
spam, A new friend request from sarah_27 (23/F). Reply YES-100 or NO-100.
spam,Suspicious transaction detected on your account. Call 09051234456 now.
spam, You have 2 unread messages! Reply YES-678 or NO-678 to read them.
spam,Urgent! Your bank account is frozen. Call 08710022334 to restore access.
spam, Get in touch with a local girl! Reply YES-123 or NO-123 to connect.
spam,Immediate action required! Your bank account is locked. Call 09050005678 now to verify.
spam,Your identity has been flagged for review. Call 08005554433 to verify your details.
spam,Identity fraud detected on your account! Call 08713332100 to confirm your identity now.
spam,Urgent: Verify your identity to keep your account active. Call 08001122334 now.
spam,You need to confirm your identity to avoid losing access to services. Call 08717779900 now.
spam,Verification pending! Confirm your details within 24 hours to avoid account suspension.
spam,Your welfare benefits are under review. Call 08712223344 now to confirm your details.
spam,"Due to identity verification issues, your welfare payments are on hold. Call 09050022000 to verify."
spam,Urgent: Your government payments are frozen! Call 08717788999 to resolve.
spam,Important: You need to verify your identity now or risk losing welfare payments. Call 08714443322.
spam,Urgent action required! Confirm your identity within 24 hours or lose all entitlements. Call 09053312211.
spam,You’ve won a free 3-month trial! Call 08000099999 now to claim your free subscription.
spam,Confirm your free subscription for 6 months today! Call 08713345678 to start.
spam,Unwanted charges detected! Call 09054422112 now to cancel your subscription.
spam,Free trial offer expired! Call 08711122334 to cancel recurring charges.
spam,Subscription alert: You’ve been enrolled in a premium plan! Call 09052222000 to cancel.
spam,You’ve got 3 unread voice messages! Call 08714422111 now to check them.
spam,You missed an important message. Call 09050022333 to retrieve it now.
spam,You’ve got 1 urgent voicemail. Call 08715558888 to retrieve it immediately.
spam,Missed alerts: Call 08714455666 to get your voicemail now.
spam,New voicemail waiting! Call 09053366777 now to listen.
spam,Your online account is under review. Call 08000987777 now to verify your details.
spam,Final warning! You need to verify your account now. Call 08713334422.
spam,Your account has been temporarily suspended. Call 08001122334 now to reactivate.
spam,Your online account is at risk! Call 08717778899 to secure it.
spam,Your online services will be disabled unless you verify your details. Call 08000990000.
spam,A package is waiting for you! Call 08001112233 to schedule delivery now.
spam,Delivery issue: Your parcel is on hold! Call 08713324555 to resolve now.
spam,A delivery attempt failed! Call 09054433221 to reschedule.
spam,Urgent delivery update! Your parcel cannot be delivered until you call 08712223399.
spam,Your order is awaiting confirmation. Call 08715554422 to confirm shipping.
spam,Congrats! You’ve won a £5000 shopping voucher! Call 09050023344 now to claim your prize. Charges apply.
spam,Your mobile services are scheduled for termination due to expired KYC; failure to update within 24 hours will lead to complete deactivation.
spam,Final warning: Your account is flagged for incomplete KYC details—services will be permanently blocked if no action is taken today.
spam,"As per RBI guidelines, your digital wallet will be suspended unless your Aadhaar-linked KYC is updated before midnight."
spam,KYC validation pending for your payment app—transactions will be disabled if not completed within the next 3 hours.
spam,Your bank account is under compliance review for outdated KYC records—non-submission will result in withdrawal restrictions.
spam,"Due to government policy updates, KYC re-verification is now mandatory to continue using mobile banking."
spam,Your mobile number will be blocked from all UPI platforms due to missing KYC update—immediate action required.
spam,Service disruption alert: Your SIM card and associated digital wallets will be disabled in 12 hours unless KYC is verified.
spam,Important: Your account has been tagged “high-risk” due to expired KYC—access will be limited until verified.
spam,You are receiving this notification because your KYC expiry alert has been ignored—final chance to retain account functionality.
spam,Your prepaid account will no longer be recharged post-7 PM today unless KYC documents are re-submitted.
spam,UPI access has been paused due to KYC verification failure—services will resume only after submission of valid ID proof.
spam,Please be informed that continued inaction on your KYC update will result in termination of your wallet and e-payment services.
spam,We have detected that your KYC status is overdue—your bank account is now under restricted mode.
spam,The central KYC registry has marked your file as inactive—financial services linked to your mobile will be blocked within 2 hours.
spam,"Your KYC revalidation window has expired—access to balance, transactions, and transfers will be denied."
spam,"Due to non-updated ID proof, your account will be frozen under regulatory protocol unless immediate compliance is provided."
spam,Your mobile-linked wallet is now suspended due to failed KYC verification—recovery possible only upon authentication.
spam,KYC mismatch detected—your account may be blacklisted if rectification is not initiated today.
spam,Banking access has been halted temporarily due to failure in periodic KYC compliance—resubmission required for reinstatement.
spam,Final call: Register today to receive free monthly health kits and medicine packages delivered to your home.
spam,"Your family is eligible for the Central Medical Relief Benefit—confirm now to receive up to ₹2,000 every month."
spam,"Based on your Aadhaar data, you're pre-approved for a full-body checkup and lifetime health cover at no cost."
spam,"Exclusive offer: Get ₹50,000 in free medical support just by enrolling in the Health Safety Scheme 2025."
spam,"Government is offering emergency COVID-19 assistance of ₹1,500 per person—limited slots available for approval."
spam,Your household qualifies for free hospitalization coverage under the new Rural Health Guarantee Plan.
spam,You have been selected for free cancer screening and medicine support—verify identity to activate care package.
spam,Get lifetime immunity benefits and access to 24/7 emergency care—only for verified families this week.
spam,"Under the new Swasth Bharat Yojana, receive ₹10,000 in preventive care credits—register with your mobile today."
spam,Claim free medicines and therapy packages available under the Health Subsidy Relief List.
spam,Your medical UID has been picked for exclusive treatment vouchers and discounted prescriptions.
spam,"You’ve been selected to win a £5000 shopping spree! Call 08712223333 to claim your prize.,"
spam,"Urgent: Your mobile account has been compromised. Call 08712223333 to verify.,"
spam,"Get a £1000 shopping voucher today! Call 08712223333 to claim your reward.,"
spam,"Important: Your bank account is under review. Call 08712223333 to secure your funds.,"
spam,"Congratulations! You’ve won a free holiday. Call 08712223333 to claim your prize.,"
spam,"Final notice: Your account is about to expire. Call 08712223333 to renew.,"
spam,"Call now to claim your £1000 shopping voucher! Call 08712223333.,"
spam,"Important: Your account is at risk. Call 08712223333 to verify your details.,"
spam,"Congratulations! You’ve been selected to receive a free iPhone. Call 08712223333 to claim.,"
ham,"You’ve won £5000! Call 08712223333 to claim your prize.,"
spam,"Get double data for 6 months free! Call 08000839402 to activate.,"
spam,"Your mobile account is under review. Call 08712223333 to resolve the issue.,"
spam,"Final notice: Your account has been flagged for suspicious activity. Call 08712223333.,"
spam,"Congratulations! You’ve won a £1000 gift card. Call 08712223333 to claim.,"
spam,"You’ve been selected to receive a £5000 cash reward! Call 08712223333 to claim.,"
spam,"Important: Your identity verification is required. Call 08712223333 now.,"
spam,"Get a free 30-day trial for premium services! Call 08000839402 to activate.,"
spam,"Congratulations! You’ve won a £2000 shopping voucher. Call 08712223333 to claim.,"
spam,"Final notice: Your account has been suspended. Call 08712223333 to reactivate.,"
spam,"Your benefits are under review. Call 08712223333 to confirm your eligibility.,"
spam,"Call 08712223333 to claim your £5000 cash prize.,"
spam,"Important: Your account needs urgent verification. Call 08712223333 now.,"
spam,"You’ve won a £1000 gift card! Call 08712223333 to claim it.,"
ham,"Urgent: Your account is at risk. Call 08712223333 for assistance.,"
ham,"Congratulations! You’ve won a free iPhone. Call 08712223333 to claim your prize.,"
spam,"Get a £2000 shopping voucher today! Call 08712223333 to claim.,"
spam,"Final notice: Your account has been flagged. Call 08712223333 to resolve.,"
spam,"You’ve been selected to receive a £5000 shopping spree! Call 08712223333 to confirm.,"
ham,"Important: Your payment is overdue. Call 08712223333 to settle it.,"
spam,"Call now to claim your £2000 shopping voucher! Call 08712223333.,"
spam,"Congratulations! You’ve been selected for a free vacation. Call 08712223333 to book now.,"
spam,"Get a £5000 cash prize now! Call 08712223333 to claim your reward.,"
spam,"Important: Your welfare payments need verification. Call 08712223333 now.,"
spam,"You’ve won £1000! Call 08712223333 to claim your prize.,"
spam,"Call 09052223333 to claim your free iPhone!,"
spam,"You’ve been selected to receive a £5000 cash reward. Call 08712223333 to claim.,"
spam,"Congratulations! You’ve been selected for a free holiday! Call 08712223333 to book.,"
spam,"Final notice: Your account is about to expire. Call 08712223333 to renew.,"
spam,"Urgent: Your account is locked. Call 08712223333 to unlock it.,"
spam,"Get a £2000 shopping voucher! Call 08712223333 to claim.,"
spam,"Your mobile account is under review. Call 08712223333 to verify your details.,"
spam,"Congratulations! You’ve won £5000. Call 08712223333 to claim your reward.,"
spam,"Final notice: Your account needs urgent verification. Call 08712223333.,"
spam,"Call 08712223333 to claim your £1000 shopping voucher.,"
spam,"You’ve been selected for a £5000 cash reward. Call 08712223333 to claim.,"
spam,"Important: Your bank account has been locked. Call 08712223333 to unlock it.,"
spam,"Congratulations! You’ve won a £2000 cash prize. Call 08712223333 to claim.,"
spam,"Get double your data for free! Call 08000839402 to activate.,"
spam,"You’ve been selected to receive a £1000 shopping voucher! Call 08712223333 to claim.,"
spam,"Final notice: Your account has been suspended. Call 08712223333 to reactivate.,"
spam,"Urgent: Your mobile plan needs verification. Call 08712223333 now.,"
spam,"Important: Your identity verification is pending. Call 08712223333 to resolve.,"
spam,"Call 09052223334 to claim your £1000 cash prize now.,"
spam,"Congratulations! You’ve won a free vacation. Call 08712223333 to book now.,"
spam,"Get a £2000 shopping voucher now! Call 08712223333 to claim.,"
spam,"Urgent: Your account is locked. Call 08712223333 to unlock it.,"
spam,"Your benefits are under review. Call 08712223333 to confirm your details.,"
spam,"Congratulations! You’ve won £5000! Call 08712223333 to claim your prize.,"
spam,"Get a free iPhone now! Call 08712223333 to claim your prize.,"
spam,"Important: Your account is about to expire. Call 08712223333 to renew.,"
spam,"You’ve been selected to win a £1000 gift card! Call 08712223333 to claim.,"
spam,"Final notice: Your account is under review. Call 08712223333 to resolve.,"
spam,"You’ve won £5000! Call 08712223333 to claim your cash prize.,"
spam,"Call 08712223333 now to claim your £1000 gift card.,"
spam,"You’ve been selected for a free vacation! Call 08712223333 to book your stay.,"
spam,"Congratulations! You’ve won a £2000 gift card. Call 08712223333 to claim.,"
spam,"Important: Your bank account needs verification. Call 08712223333 to verify.,"
spam,"Final notice: Your account is about to be suspended. Call 08712223333 to reactivate.,"
spam,"You’ve won a £1000 shopping voucher! Call 08712223333 to claim it now.,"
spam,"Get a free Bluetooth headset with your next upgrade. Call 08000839402 to claim.,"
spam,"Urgent: Your account has been locked. Call 08712223333 to unlock it.,"
spam,"Call 08712223333 now to verify your account and avoid suspension.,"
spam,"You’ve won a £2000 gift card! Call 08712223333 to claim your prize.,"
spam,"Congratulations! You’ve been selected to receive a £5000 reward. Call 08712223333.,"
spam,"Important: Your mobile account has been flagged. Call 08712223333 to resolve.,"
spam,"Call 08712223333 to claim your £1000 shopping voucher now!,"
spam,"You’ve been selected to receive a £5000 cash reward. Call 08712223333 to claim.,"
spam,"Urgent: Your welfare payments need verification. Call 08712223333 to confirm.,"
spam,"Final notice: Your account is suspended. Call 08712223333 to reactivate.,"
spam,Congratulations! You’ve been selected for a £5000 prize. Call 08712223333 to claim.
spam,"You’ve been selected for a £5000 prize! Call 09052223344 to claim now.,"
spam,"Your subscription is about to expire! Call 08712233445 to renew today.,"
spam,"Fraud alert: Your credit card has been compromised. Call 08710022334 immediately.,"
spam,"Final notice: Your account has been suspended. Call 09051122344 to reactivate.,"
spam,"Your voicemail is waiting! Call 09053366777 to listen.,"
spam,"Upgrade now to double your talk time plus a free wireless speaker! Call 08000889901.,"
spam,"Urgent! Your payment is due. Call 09050005678 to settle now.,"
spam,"Limited offer: Get double your data for 6 months! Call 08000447777.,"
spam,"Congratulations! You’ve won a £2000 shopping voucher. Call 09055511122 to claim.,"
spam,"A message from your local singles group! Call 08714488999 to meet new people.,"
spam,"Your account has been locked due to suspicious activity. Call 08712223399 to unlock it.,"
spam,"Cash prize waiting! Call 08714443311 to collect your £1000 reward.,"
spam,"Congratulations, you’ve been selected for a grand prize! Call 09052223344 now to claim.,"
spam,"A new message awaits you! Reply YES-100 to open. Stop to unsubscribe.,"
spam,"Exclusive prize for you! £5000 cash. Call 09054423322 to confirm.,"
spam,"Missed call alert: You have 3 missed calls. Call 08715554422 to return the call.,"
spam,"Urgent: Your subscription has been charged. Call 08713334455 to cancel.,"
spam,"Congratulations! You’ve won a luxury holiday package. Call 09053322111 to book.,"
spam,"Get free talk time & text for 6 months! Call 08000889901 to claim now.,"
spam,"Account review required! Call 08714567890 to complete your verification.,"
spam,"Upgrade now and get double data + a free gadget! Call 08000987777.,"
spam,"Important! Your payment failed. Call 09050022333 to fix it.,"
spam,"Your package is awaiting pickup! Call 08717778899 for details.,"
spam,"You’ve won a special reward! Call 09056789001 to claim your £250 prize.,"
spam,"Your government benefits are at risk! Call 08712223344 to verify your details.,"
spam,"You’ve been selected for a free gift! Call 09052223344 to claim.,"
spam,"Verification needed! Call 08717778899 to confirm your identity.,"
spam,"Urgent! Your phone plan is under review. Call 08001122334 to confirm.,"
spam,"Fraud detected! Call 09050023333 to secure your account.,"
spam,"Urgent: Your welfare payments are under review. Call 09050012222 now.,"
spam,"You’ve won an all-expenses-paid vacation! Call 09056789012 to claim.,"
spam,"Free upgrade! Get double data + a wireless speaker. Call 08000447777.,"
spam,"You’ve won a £5000 prize! Call 09056663333 to claim it.,"
spam,"You’ve won £2000! Call 08712223333 to confirm.,"
spam,"You have 2 unread messages. Call 08713322111 to read them.,"
spam,"Congratulations! You’ve won a shopping spree worth £1000! Call 09052223344.,"
spam,"Alert! Your account is at risk. Call 08717778888 to secure it.,"
spam,"Delivery issue: Your parcel is on hold. Call 08714455666 to resolve.,"
spam,"You’ve won an exclusive prize! Call 09051122334 to claim.,"
spam,"Your reward is waiting! Call 09052223344 to claim your £2000 prize.,"
spam,"Your account is under review. Call 08713334444 to verify your identity.,"
spam,"Congratulations! You’ve won a luxury holiday! Call 09050012345 to book.,"
spam,"A new friend request from sarah_21 (22/F). Reply YES-223 to connect.,"
spam,"Double your talk time! Call 08000987777 for a free upgrade.,"
spam,"Verification required! Call 08710022334 to secure your account.,"
spam,"You’ve won £500! Call 09050023333 to claim your prize.,"
spam,"Your subscription is about to expire! Call 08712223399 to renew.,"
spam,"Congratulations! You’ve won £1000 in our draw! Call 09053322334.,"
spam,"Your package is waiting! Call 08714455599 to arrange delivery.,"
spam,"You’ve been selected for a £250 prize! Call 09052223344 to claim now.,"
spam,"Urgent! Your account needs to be verified. Call 08717778888.,"
spam,"Suspicious transaction detected! Call 08712223344 to secure your account.,"
spam,"A new message from a secret admirer! Call 08713334444 to reply.,"
spam,"Special prize for you! Call 09050023333 to claim your £1000 reward.,"
spam,"Your welfare payments are under review. Call 08712223344 now to verify your eligibility.,"
spam,"Call 08714455666 to complete your identity verification and avoid service interruption.,"
spam,"You have a free upgrade waiting! Call 08000889901 to claim.,"
spam,"Verify your details within 24 hours or lose your benefits! Call 08714422111.,"
spam,"You’ve won a shopping voucher worth £500! Call 09053322111 to claim.,"
spam,"Your package is on hold! Call 08717778888 to reschedule delivery.,"
spam,"Urgent: You need to verify your details to receive your prize! Call 09051122334.,"
spam,"You’ve been selected for a £1000 reward! Call 09054423333 to claim.,"
spam,"Final notice: Your account has been suspended. Call 09052223334 to reactivate.,"
spam,"Congratulations! You’ve won an exclusive luxury holiday! Call 08712223344 to claim.,"
spam,"Get 6 months of free data! Call 08000860012 to activate.,"
spam,"You’ve been selected for a grand prize! Call 08712223344 to claim your £2000 prize.,"
spam,"Verify your details now to avoid account suspension. Call 08712223333.,"
spam,"You’ve won £5000! Call 08714422111 to claim your prize.,"
spam,"Urgent: Your bank account is under review. Call 09050023333 now.,"
spam,"Congratulations! You’ve won a gift voucher worth £1000! Call 09052223333 to claim.,"
spam,"Verify your identity now or risk losing your benefits! Call 08710022334.,"
spam,"Special prize! Call 08712223344 to claim your £2000 reward.,"
spam,"Your account is locked! Call 08713334444 to unlock it immediately.,"
spam,"You’ve won £1000 in our exclusive prize draw! Call 09053322111 to claim.,"
spam,"Your package is waiting for you! Call 08717778888 to arrange delivery.,"
spam,"You’ve been selected for a £500 prize! Call 09052223334 to claim.,"
